date;Semua Provinsi;Aceh;Kota Lhokseumawe
02/ 08/ 2021;Rp11,700;Rp10,050;Rp9,600
03/ 08/ 2021;Rp11,700;Rp10,050;Rp9,600
04/ 08/ 2021;Rp11,700;Rp10,050;Rp9,600
05/ 08/ 2021;Rp11,700;Rp10,050;Rp9,600
06/ 08/ 2021;Rp11,700;Rp10,100;Rp9,750
09/ 08/ 2021;Rp11,700;Rp10,100;Rp9,800
10/ 08/ 2021;Rp11,700;Rp10,100;Rp9,800
11/ 08/ 2021;Rp11,250;-;-
12/ 08/ 2021;Rp11,700;Rp10,100;Rp9,800
13/ 08/ 2021;Rp11,700;Rp10,100;Rp9,800
16/ 08/ 2021;Rp11,700;Rp10,100;Rp9,800
17/ 08/ 2021;Rp13,000;-;-
18/ 08/ 2021;Rp11,700;Rp10,100;Rp9,800
19/ 08/ 2021;Rp11,650;Rp10,100;Rp9,800
20/ 08/ 2021;Rp11,650;Rp10,100;Rp9,800
23/ 08/ 2021;Rp11,650;Rp10,100;Rp9,800
24/ 08/ 2021;Rp11,650;Rp10,100;Rp9,800
25/ 08/ 2021;Rp11,650;Rp10,100;Rp9,800
26/ 08/ 2021;Rp11,650;Rp10,100;Rp9,800
27/ 08/ 2021;Rp11,650;Rp10,100;Rp9,800
30/ 08/ 2021;Rp11,650;Rp10,100;Rp9,800
31/ 08/ 2021;Rp11,650;Rp10,150;Rp9,800
01/ 09/ 2021;Rp11,650;Rp10,150;Rp9,800
02/ 09/ 2021;Rp11,650;Rp10,150;Rp9,800
03/ 09/ 2021;Rp11,650;Rp10,150;Rp9,800
06/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
07/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
08/ 09/ 2021;Rp11,700;Rp10,100;Rp9,700
09/ 09/ 2021;Rp11,700;Rp10,100;Rp9,700
10/ 09/ 2021;Rp11,650;Rp10,100;Rp9,700
13/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
14/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
15/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
16/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
17/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
20/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
21/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
22/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
23/ 09/ 2021;Rp11,650;Rp10,100;Rp9,750
24/ 09/ 2021;Rp11,650;Rp10,100;Rp9,700
27/ 09/ 2021;Rp11,650;Rp10,100;Rp9,700
28/ 09/ 2021;Rp11,650;Rp10,100;Rp9,700
29/ 09/ 2021;Rp11,650;Rp10,100;Rp9,700
30/ 09/ 2021;Rp11,650;Rp10,100;Rp9,700
01/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
04/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
05/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
06/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
07/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
08/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
11/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
12/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
13/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
14/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
15/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
18/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
19/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
20/ 10/ 2021;Rp14,150;-;-
21/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
22/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
25/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
26/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
27/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
28/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
29/ 10/ 2021;Rp11,650;Rp10,100;Rp9,700
01/ 11/ 2021;Rp11,650;Rp10,100;Rp9,700
02/ 11/ 2021;Rp11,650;Rp10,100;Rp9,700
03/ 11/ 2021;Rp11,650;Rp10,100;Rp9,700
04/ 11/ 2021;Rp11,650;Rp10,100;Rp9,700
05/ 11/ 2021;Rp11,650;Rp10,100;Rp9,700
08/ 11/ 2021;Rp11,650;Rp10,100;Rp9,700
09/ 11/ 2021;Rp11,650;Rp10,100;Rp9,700
10/ 11/ 2021;Rp11,700;Rp10,100;Rp9,700
11/ 11/ 2021;Rp11,650;Rp10,100;Rp9,700
12/ 11/ 2021;Rp11,650;Rp10,100;Rp9,700
15/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
16/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
17/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
18/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
19/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
22/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
23/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
24/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
25/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
26/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
29/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
30/ 11/ 2021;Rp11,650;Rp10,150;Rp9,750
01/ 12/ 2021;Rp11,650;Rp10,150;Rp9,750
02/ 12/ 2021;Rp11,650;Rp10,150;Rp9,750
03/ 12/ 2021;Rp11,650;Rp10,150;Rp9,750
06/ 12/ 2021;Rp11,650;Rp10,150;Rp9,750
07/ 12/ 2021;Rp11,650;Rp10,150;Rp9,750
08/ 12/ 2021;Rp11,650;Rp10,150;Rp9,750
09/ 12/ 2021;Rp11,650;Rp10,150;Rp9,750
10/ 12/ 2021;Rp11,650;Rp10,150;Rp9,800
13/ 12/ 2021;Rp11,650;Rp10,150;Rp9,800
14/ 12/ 2021;Rp11,700;Rp10,150;Rp9,800
15/ 12/ 2021;Rp11,700;Rp10,150;Rp9,800
16/ 12/ 2021;Rp11,700;Rp10,150;Rp9,800
17/ 12/ 2021;Rp11,700;Rp10,150;Rp9,800
20/ 12/ 2021;Rp11,650;Rp10,200;Rp9,900
21/ 12/ 2021;Rp11,650;Rp10,200;Rp9,900
22/ 12/ 2021;Rp11,600;Rp10,250;Rp10,000
23/ 12/ 2021;Rp11,650;Rp10,250;Rp10,000
24/ 12/ 2021;Rp11,600;Rp10,250;Rp10,000
27/ 12/ 2021;Rp11,700;Rp10,250;Rp10,000
28/ 12/ 2021;Rp11,700;Rp10,200;Rp10,000
29/ 12/ 2021;Rp11,750;Rp10,250;Rp10,000
30/ 12/ 2021;Rp11,750;Rp10,250;Rp10,000
31/ 12/ 2021;Rp11,750;Rp10,250;Rp10,000
03/ 01/ 2022;Rp11,750;Rp10,250;Rp10,000
04/ 01/ 2022;Rp11,750;Rp10,300;Rp10,000
05/ 01/ 2022;Rp11,750;Rp10,350;Rp10,200
06/ 01/ 2022;Rp11,750;Rp10,350;Rp10,200
07/ 01/ 2022;Rp11,750;Rp10,400;Rp10,300
10/ 01/ 2022;Rp11,700;Rp10,400;Rp10,300
11/ 01/ 2022;Rp11,750;Rp10,350;Rp10,300
12/ 01/ 2022;Rp11,750;Rp10,350;Rp10,300
13/ 01/ 2022;Rp11,750;Rp10,350;Rp10,300
14/ 01/ 2022;Rp11,750;Rp10,350;Rp10,300
17/ 01/ 2022;Rp11,750;Rp10,350;Rp10,300
18/ 01/ 2022;Rp11,800;Rp10,350;Rp10,300
19/ 01/ 2022;Rp11,800;Rp10,350;Rp10,350
20/ 01/ 2022;Rp11,800;Rp10,400;Rp10,350
21/ 01/ 2022;Rp11,800;Rp10,400;Rp10,350
24/ 01/ 2022;Rp11,800;Rp10,350;Rp10,300
25/ 01/ 2022;Rp11,800;Rp10,400;Rp10,300
26/ 01/ 2022;Rp11,800;Rp10,400;Rp10,300
27/ 01/ 2022;Rp11,800;Rp10,400;Rp10,300
28/ 01/ 2022;Rp11,800;Rp10,400;Rp10,300
31/ 01/ 2022;Rp11,800;Rp10,350;Rp10,250
01/ 02/ 2022;Rp11,000;-;-
02/ 02/ 2022;Rp11,800;Rp10,350;Rp10,250
03/ 02/ 2022;Rp11,800;Rp10,350;Rp10,250
04/ 02/ 2022;Rp11,800;Rp10,350;Rp10,250
07/ 02/ 2022;Rp11,800;Rp10,400;Rp10,400
08/ 02/ 2022;Rp11,800;Rp10,400;Rp10,400
09/ 02/ 2022;Rp11,800;Rp10,350;Rp10,200
10/ 02/ 2022;Rp11,800;Rp10,350;Rp10,200
11/ 02/ 2022;Rp11,800;Rp10,350;Rp10,200
14/ 02/ 2022;Rp11,800;Rp10,400;Rp10,300
15/ 02/ 2022;Rp11,800;Rp10,400;Rp10,300
16/ 02/ 2022;Rp11,800;Rp10,350;Rp10,250
17/ 02/ 2022;Rp11,800;Rp10,400;Rp10,300
18/ 02/ 2022;Rp11,800;Rp10,400;Rp10,300
21/ 02/ 2022;Rp11,800;Rp10,400;Rp10,300
22/ 02/ 2022;Rp11,800;Rp10,400;Rp10,300
23/ 02/ 2022;Rp11,800;Rp10,400;Rp10,300
24/ 02/ 2022;Rp11,800;Rp10,400;Rp10,300
25/ 02/ 2022;Rp11,800;Rp10,400;Rp10,300
28/ 02/ 2022;-;-;-
01/ 03/ 2022;Rp11,800;Rp10,400;Rp10,300
02/ 03/ 2022;Rp11,800;Rp10,400;Rp10,300
03/ 03/ 2022;-;-;-
04/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
07/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
08/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
09/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
10/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
11/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
14/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
15/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
16/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
17/ 03/ 2022;Rp11,750;Rp10,400;Rp10,250
18/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
21/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
22/ 03/ 2022;Rp11,800;Rp10,400;Rp10,250
23/ 03/ 2022;Rp11,800;Rp10,400;Rp10,200
24/ 03/ 2022;Rp11,800;Rp10,400;Rp10,200
25/ 03/ 2022;Rp11,800;Rp10,400;Rp10,200
28/ 03/ 2022;Rp11,800;Rp10,350;Rp10,150
29/ 03/ 2022;Rp11,800;Rp10,350;Rp10,150
30/ 03/ 2022;Rp11,800;Rp10,350;Rp10,150
31/ 03/ 2022;Rp11,800;Rp10,350;Rp10,150
01/ 04/ 2022;Rp11,800;Rp10,350;Rp10,150
04/ 04/ 2022;Rp11,800;Rp10,350;Rp10,150
05/ 04/ 2022;Rp11,800;Rp10,350;Rp10,150
06/ 04/ 2022;Rp11,800;Rp10,350;Rp10,150
07/ 04/ 2022;Rp11,800;Rp10,350;Rp10,150
08/ 04/ 2022;Rp11,800;Rp10,450;-
11/ 04/ 2022;Rp11,800;Rp10,350;Rp10,150
12/ 04/ 2022;Rp11,800;Rp10,300;Rp10,150
13/ 04/ 2022;Rp11,800;Rp10,300;Rp10,150
14/ 04/ 2022;Rp11,800;Rp10,300;Rp10,150
15/ 04/ 2022;Rp12,650;-;-
18/ 04/ 2022;Rp11,850;Rp10,300;Rp10,150
19/ 04/ 2022;Rp11,800;Rp10,300;Rp10,150
20/ 04/ 2022;Rp11,800;Rp10,300;Rp10,150
21/ 04/ 2022;Rp11,800;Rp10,300;Rp10,150
22/ 04/ 2022;Rp11,800;Rp10,300;Rp10,150
25/ 04/ 2022;Rp11,750;Rp10,200;Rp10,150
26/ 04/ 2022;Rp11,750;Rp10,300;Rp10,150
27/ 04/ 2022;Rp11,850;Rp10,300;Rp10,150
28/ 04/ 2022;Rp11,850;Rp10,300;Rp10,150
29/ 04/ 2022;Rp13,600;-;-
02/ 05/ 2022;-;-;-
03/ 05/ 2022;-;-;-
04/ 05/ 2022;Rp13,750;-;-
05/ 05/ 2022;Rp12,350;-;-
06/ 05/ 2022;Rp12,350;-;-
09/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
10/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
11/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
12/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
13/ 05/ 2022;Rp11,750;Rp10,250;Rp10,100
16/ 05/ 2022;Rp13,750;-;-
17/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
18/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
19/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
20/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
23/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
24/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
25/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
26/ 05/ 2022;-;-;-
27/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
30/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
31/ 05/ 2022;Rp11,750;Rp10,300;Rp10,100
01/ 06/ 2022;-;-;-
02/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
03/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
06/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
07/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
08/ 06/ 2022;Rp11,750;Rp10,250;Rp10,000
09/ 06/ 2022;Rp11,750;Rp10,250;Rp10,000
10/ 06/ 2022;Rp11,750;Rp10,400;-
13/ 06/ 2022;Rp11,750;Rp10,250;Rp10,000
14/ 06/ 2022;Rp11,750;Rp10,250;Rp10,000
15/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
16/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
17/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
20/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
21/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
22/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
23/ 06/ 2022;Rp11,750;Rp10,300;Rp10,100
24/ 06/ 2022;Rp11,750;Rp10,300;Rp10,150
27/ 06/ 2022;Rp11,750;Rp10,300;Rp10,150
28/ 06/ 2022;Rp11,800;Rp10,300;Rp10,150
29/ 06/ 2022;Rp11,750;Rp10,300;Rp10,150
30/ 06/ 2022;Rp11,750;Rp10,300;Rp10,150
01/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
04/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
05/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
06/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
07/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
08/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
11/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
12/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
13/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
14/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
15/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
18/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
19/ 07/ 2022;Rp11,750;Rp10,300;Rp10,150
20/ 07/ 2022;Rp11,750;Rp10,300;Rp10,200
21/ 07/ 2022;Rp11,750;Rp10,300;Rp10,200
22/ 07/ 2022;Rp11,750;Rp10,300;Rp10,200
25/ 07/ 2022;Rp11,750;Rp10,350;Rp10,300
26/ 07/ 2022;Rp11,800;Rp10,350;Rp10,300
27/ 07/ 2022;Rp11,750;Rp10,350;Rp10,300
28/ 07/ 2022;Rp11,750;Rp10,350;Rp10,300
29/ 07/ 2022;Rp11,800;Rp10,350;Rp10,250
01/ 08/ 2022;Rp11,800;Rp10,400;Rp10,400
02/ 08/ 2022;Rp11,800;Rp10,550;Rp10,400
03/ 08/ 2022;Rp11,800;Rp10,550;Rp10,350
04/ 08/ 2022;Rp11,800;Rp10,550;Rp10,350
05/ 08/ 2022;Rp11,800;Rp10,450;Rp10,500
08/ 08/ 2022;Rp11,800;Rp10,600;Rp10,850
09/ 08/ 2022;Rp11,800;Rp10,550;Rp10,800
10/ 08/ 2022;Rp11,800;Rp10,600;Rp10,900
11/ 08/ 2022;Rp11,800;Rp10,600;Rp10,900
12/ 08/ 2022;Rp11,850;Rp10,600;Rp10,950
15/ 08/ 2022;Rp11,850;Rp10,650;Rp11,050
16/ 08/ 2022;Rp11,850;Rp10,650;Rp11,050
17/ 08/ 2022;Rp11,750;Rp11,050;Rp11,050
18/ 08/ 2022;Rp11,850;Rp10,650;Rp11,050
19/ 08/ 2022;Rp11,850;Rp10,700;Rp11,200
22/ 08/ 2022;Rp11,850;Rp10,700;Rp11,150
23/ 08/ 2022;Rp11,900;Rp10,750;Rp11,150
24/ 08/ 2022;Rp11,900;Rp10,750;Rp11,150
25/ 08/ 2022;Rp11,900;Rp10,800;Rp11,150
26/ 08/ 2022;Rp11,900;Rp10,800;Rp11,150
29/ 08/ 2022;Rp11,900;Rp10,850;Rp11,150
30/ 08/ 2022;Rp11,900;Rp10,850;Rp11,150
31/ 08/ 2022;Rp11,950;Rp10,850;Rp11,150
01/ 09/ 2022;Rp11,950;Rp10,850;Rp11,150
02/ 09/ 2022;Rp11,950;Rp10,950;Rp11,150
05/ 09/ 2022;Rp11,950;Rp10,950;Rp11,200
06/ 09/ 2022;Rp11,950;Rp10,950;Rp11,200
07/ 09/ 2022;Rp11,950;Rp10,950;Rp11,250
08/ 09/ 2022;Rp11,950;Rp11,000;Rp11,250
09/ 09/ 2022;Rp12,000;Rp11,050;Rp11,250
12/ 09/ 2022;Rp12,000;Rp11,100;Rp11,250
13/ 09/ 2022;Rp12,000;Rp11,100;Rp11,250
14/ 09/ 2022;Rp12,050;Rp11,100;Rp11,250
15/ 09/ 2022;Rp12,050;Rp11,100;Rp11,250
16/ 09/ 2022;Rp12,050;Rp11,100;Rp11,200
19/ 09/ 2022;Rp12,050;Rp11,100;Rp11,200
20/ 09/ 2022;Rp12,050;Rp11,100;Rp11,200
21/ 09/ 2022;Rp12,050;Rp11,050;Rp11,050
22/ 09/ 2022;Rp12,100;Rp11,050;Rp11,050
23/ 09/ 2022;Rp12,100;Rp11,050;Rp11,050
26/ 09/ 2022;Rp12,100;Rp11,050;Rp11,100
27/ 09/ 2022;Rp12,100;Rp11,050;Rp11,100
28/ 09/ 2022;Rp12,100;Rp11,100;Rp11,150
29/ 09/ 2022;Rp12,100;Rp11,100;Rp11,150
30/ 09/ 2022;Rp12,100;Rp11,100;Rp11,150
03/ 10/ 2022;Rp12,150;Rp11,100;Rp11,150
04/ 10/ 2022;Rp12,150;Rp11,100;Rp11,150
05/ 10/ 2022;Rp12,150;Rp11,100;Rp11,200
06/ 10/ 2022;Rp12,150;Rp11,100;Rp11,200
07/ 10/ 2022;Rp12,150;Rp11,050;-
10/ 10/ 2022;Rp12,150;Rp11,050;Rp11,150
11/ 10/ 2022;Rp12,150;Rp11,050;Rp11,150
12/ 10/ 2022;Rp12,150;Rp11,050;Rp11,150
13/ 10/ 2022;Rp12,150;Rp11,050;Rp11,150
14/ 10/ 2022;Rp12,150;Rp11,100;Rp11,200
17/ 10/ 2022;Rp12,150;Rp11,050;Rp11,150
18/ 10/ 2022;Rp12,150;Rp11,100;Rp11,150
19/ 10/ 2022;Rp12,150;Rp11,100;Rp11,100
20/ 10/ 2022;Rp12,150;Rp11,100;Rp11,100
21/ 10/ 2022;Rp12,150;Rp11,100;Rp11,150
24/ 10/ 2022;Rp12,200;Rp11,100;Rp11,100
25/ 10/ 2022;Rp12,200;Rp11,100;Rp11,100
26/ 10/ 2022;Rp12,200;Rp11,050;Rp11,050
27/ 10/ 2022;Rp12,200;Rp11,050;Rp11,050
28/ 10/ 2022;Rp12,200;Rp11,050;Rp11,000
31/ 10/ 2022;Rp12,200;Rp11,050;Rp11,000
01/ 11/ 2022;Rp12,200;Rp11,050;Rp11,000
02/ 11/ 2022;Rp12,200;Rp11,000;Rp10,850
03/ 11/ 2022;Rp12,200;Rp11,000;Rp10,850
04/ 11/ 2022;Rp12,200;Rp11,050;Rp10,900
07/ 11/ 2022;Rp12,200;Rp11,050;Rp10,900
08/ 11/ 2022;Rp12,200;Rp11,050;Rp10,900
09/ 11/ 2022;Rp12,200;Rp11,000;Rp10,750
10/ 11/ 2022;Rp12,200;Rp11,000;Rp10,750
11/ 11/ 2022;Rp12,200;Rp10,950;Rp10,700
14/ 11/ 2022;Rp12,200;Rp10,950;Rp10,700
15/ 11/ 2022;Rp12,200;Rp10,950;Rp10,700
16/ 11/ 2022;Rp12,250;Rp11,000;Rp10,800
17/ 11/ 2022;Rp12,250;Rp11,000;Rp10,800
18/ 11/ 2022;Rp12,250;Rp10,950;Rp10,700
21/ 11/ 2022;Rp12,250;Rp11,050;Rp10,700
22/ 11/ 2022;Rp12,250;Rp11,050;Rp10,700
23/ 11/ 2022;Rp12,250;Rp11,000;Rp10,600
24/ 11/ 2022;Rp12,250;Rp11,000;Rp10,600
25/ 11/ 2022;Rp12,300;Rp11,000;Rp10,600
28/ 11/ 2022;Rp12,300;Rp11,000;Rp10,600
29/ 11/ 2022;Rp12,300;Rp11,000;Rp10,600
30/ 11/ 2022;Rp12,300;Rp11,100;Rp10,800
01/ 12/ 2022;Rp12,300;Rp11,000;Rp10,600
02/ 12/ 2022;Rp12,350;Rp11,000;Rp10,600
05/ 12/ 2022;Rp12,400;Rp11,050;Rp10,700
06/ 12/ 2022;Rp12,400;Rp11,050;Rp10,700
07/ 12/ 2022;Rp12,450;Rp11,150;Rp11,000
08/ 12/ 2022;Rp12,450;Rp11,150;Rp11,000
09/ 12/ 2022;Rp12,450;Rp11,100;Rp10,900
12/ 12/ 2022;Rp12,500;Rp11,150;Rp11,000
13/ 12/ 2022;Rp12,500;Rp11,150;Rp11,000
14/ 12/ 2022;Rp12,550;Rp11,200;Rp11,150
15/ 12/ 2022;Rp12,550;Rp11,200;Rp11,150
16/ 12/ 2022;Rp12,550;Rp11,200;Rp11,150
19/ 12/ 2022;Rp12,550;Rp11,200;Rp11,200
20/ 12/ 2022;Rp12,550;Rp11,200;Rp11,200
21/ 12/ 2022;Rp12,550;Rp11,200;Rp11,200
22/ 12/ 2022;Rp12,550;Rp11,200;Rp11,200
23/ 12/ 2022;Rp12,600;Rp11,300;Rp11,450
26/ 12/ 2022;Rp12,600;Rp11,300;Rp11,450
27/ 12/ 2022;Rp12,600;Rp11,300;Rp11,400
28/ 12/ 2022;Rp12,600;Rp11,300;Rp11,400
29/ 12/ 2022;Rp12,600;Rp11,300;Rp11,400
30/ 12/ 2022;Rp12,600;Rp11,300;Rp11,400
02/ 01/ 2023;Rp12,650;Rp11,400;Rp11,500
03/ 01/ 2023;Rp12,650;Rp11,450;Rp11,600
04/ 01/ 2023;Rp12,650;Rp11,450;Rp11,600
05/ 01/ 2023;Rp12,650;Rp11,450;Rp11,600
06/ 01/ 2023;Rp12,700;Rp11,450;Rp11,600
09/ 01/ 2023;Rp12,700;Rp11,500;Rp11,650
10/ 01/ 2023;Rp12,700;Rp11,600;Rp11,650
11/ 01/ 2023;Rp12,750;Rp11,600;Rp11,650
12/ 01/ 2023;Rp12,750;Rp11,600;Rp11,650
13/ 01/ 2023;Rp12,750;Rp11,600;Rp11,650
16/ 01/ 2023;Rp12,750;Rp11,600;Rp11,650
17/ 01/ 2023;Rp12,800;Rp11,600;Rp11,650
18/ 01/ 2023;Rp12,800;Rp11,600;Rp11,650
19/ 01/ 2023;Rp12,800;Rp11,600;Rp11,650
20/ 01/ 2023;Rp12,800;Rp11,600;Rp11,650
23/ 01/ 2023;Rp12,850;Rp11,600;Rp11,750
24/ 01/ 2023;Rp12,850;Rp11,700;Rp11,750
25/ 01/ 2023;Rp12,850;Rp11,800;Rp12,100
26/ 01/ 2023;Rp12,850;Rp11,800;Rp12,100
27/ 01/ 2023;Rp12,850;Rp11,800;Rp12,100
30/ 01/ 2023;Rp12,900;Rp11,850;Rp12,100
31/ 01/ 2023;Rp12,900;Rp11,850;Rp12,100
01/ 02/ 2023;Rp12,900;Rp11,850;Rp12,100
02/ 02/ 2023;Rp12,950;Rp12,050;Rp12,100
03/ 02/ 2023;Rp12,950;Rp12,050;Rp12,100
06/ 02/ 2023;Rp13,000;Rp12,050;Rp12,100
07/ 02/ 2023;Rp13,000;Rp12,050;Rp12,100
08/ 02/ 2023;Rp13,050;Rp12,050;Rp12,100
09/ 02/ 2023;Rp13,050;Rp12,100;Rp12,150
10/ 02/ 2023;Rp13,050;Rp12,100;Rp12,150
13/ 02/ 2023;Rp13,100;Rp12,100;Rp12,150
14/ 02/ 2023;Rp13,100;Rp12,100;Rp12,150
15/ 02/ 2023;Rp13,100;Rp12,100;Rp12,150
16/ 02/ 2023;Rp13,100;Rp12,100;Rp12,150
17/ 02/ 2023;Rp13,150;Rp12,100;Rp12,150
